reading_id,sensor_id,location,timestamp,temperature_celsius,humidity_percent,pressure_hpa,battery_level,signal_strength
READ_00002837,SENSOR_033,Warehouse_2,2024-09-10T20:25:00,24.33,41.04,1014.65,49,-80
READ_00002838,SENSOR_043,Warehouse_2,2024-09-10T20:30:00,21.97,48.49,1015.03,59,-52
READ_00002839,SENSOR_040,Warehouse_1,2024-09-10T20:35:00,22.5,40.84,1018.02,85,-46
READ_00002840,SENSOR_017,Building_A,2024-09-10T20:40:00,24.99,48.96,1005.45,79,-49
READ_00002841,SENSOR_039,Office_Floor_2,2024-09-10T20:45:00,23.92,54.1,1004.15,41,-78
READ_00002842,SENSOR_023,Office_Floor_1,2024-09-10T20:50:00,19.07,46.36,1013.29,65,-33
READ_00002843,SENSOR_002,Office_Floor_1,2024-09-10T20:55:00,22.31,20.65,1014.98,89,-56
READ_00002844,SENSOR_044,Building_B,2024-09-10T21:00:00,20.39,36.89,1018.57,52,-51
READ_00002845,SENSOR_010,Building_A,2024-09-10T21:05:00,23.47,63.96,1009.99,33,-84
READ_00002846,SENSOR_044,Building_A,2024-09-10T21:10:00,20.02,43.38,1006.5,29,-37
READ_00002847,SENSOR_023,Building_B,2024-09-10T21:15:00,25.71,47.49,1012.39,61,-83
READ_00002848,SENSOR_020,Office_Floor_2,2024-09-10T21:20:00,24.57,46.52,1008.56,75,-70
READ_00002849,SENSOR_031,Office_Floor_1,2024-09-10T21:25:00,31.03,51.03,1013.75,97,-42
READ_00002850,SENSOR_048,Warehouse_2,2024-09-10T21:30:00,21.31,35.82,1014.73,38,-37
READ_00002851,SENSOR_011,Office_Floor_2,2024-09-10T21:35:00,23.7,42.49,1003.74,46,-51
READ_00002852,SENSOR_025,Warehouse_2,2024-09-10T21:40:00,17.15,36.89,1018.43,51,-33
READ_00002853,SENSOR_007,Office_Floor_2,2024-09-10T21:45:00,18.59,47.39,1015.18,91,-64
READ_00002854,SENSOR_033,Building_A,2024-09-10T21:50:00,22.21,58.63,1014.41,84,-64
READ_00002855,SENSOR_020,Office_Floor_1,2024-09-10T21:55:00,16.7,46.8,1004.0,36,-66
READ_00002856,SENSOR_011,Office_Floor_1,2024-09-10T22:00:00,24.62,46.42,1013.86,26,-81
READ_00002857,SENSOR_032,Office_Floor_2,2024-09-10T22:05:00,21.86,42.44,1015.78,76,-59
READ_00002858,SENSOR_050,Building_A,2024-09-10T22:10:00,23.69,51.53,1011.19,40,-79
READ_00002859,SENSOR_020,Building_A,2024-09-10T22:15:00,27.86,55.67,1005.87,100,-32
READ_00002860,SENSOR_031,Office_Floor_1,2024-09-10T22:20:00,23.39,29.68,1022.18,98,-82
READ_00002861,SENSOR_018,Warehouse_1,2024-09-10T22:25:00,22.54,52.55,1012.01,59,-75
READ_00002862,SENSOR_026,Office_Floor_2,2024-09-10T22:30:00,24.17,47.01,1012.57,92,-67
READ_00002863,SENSOR_034,Office_Floor_2,2024-09-10T22:35:00,26.28,37.04,1011.27,45,-42
READ_00002864,SENSOR_041,Office_Floor_1,2024-09-10T22:40:00,21.53,62.89,1014.15,77,-56
READ_00002865,SENSOR_003,Office_Floor_2,2024-09-10T22:45:00,23.64,53.0,1009.88,81,-82
READ_00002866,SENSOR_048,Warehouse_2,2024-09-10T22:50:00,17.87,47.96,1018.36,86,-57
READ_00002867,SENSOR_019,Building_A,2024-09-10T22:55:00,27.9,45.94,1012.14,38,-56
READ_00002868,SENSOR_012,Warehouse_2,2024-09-10T23:00:00,22.81,43.48,1009.09,43,-31
READ_00002869,SENSOR_033,Office_Floor_2,2024-09-10T23:05:00,25.39,37.26,1014.81,56,-86
READ_00002870,SENSOR_048,Office_Floor_1,2024-09-10T23:10:00,20.35,53.81,1008.18,34,-40
READ_00002871,SENSOR_018,Warehouse_2,2024-09-10T23:15:00,22.48,45.27,1015.35,58,-32
READ_00002872,SENSOR_038,Office_Floor_2,2024-09-10T23:20:00,21.26,42.16,1008.09,68,-64
READ_00002873,SENSOR_021,Office_Floor_2,2024-09-10T23:25:00,22.03,39.26,1008.59,75,-74
READ_00002874,SENSOR_010,Warehouse_1,2024-09-10T23:30:00,22.0,32.65,1006.33,94,-71
READ_00002875,SENSOR_035,Building_B,2024-09-10T23:35:00,20.13,42.11,1024.01,100,-88
READ_00002876,SENSOR_012,Office_Floor_2,2024-09-10T23:40:00,22.59,42.0,1009.53,62,-78
READ_00002877,SENSOR_014,Office_Floor_1,2024-09-10T23:45:00,22.94,47.66,1012.9,40,-41
READ_00002878,SENSOR_032,Warehouse_2,2024-09-10T23:50:00,25.55,56.4,1011.95,43,-64
READ_00002879,SENSOR_032,Building_B,2024-09-10T23:55:00,22.81,22.09,1005.18,71,-43
READ_00002880,SENSOR_010,Office_Floor_2,2024-09-11T00:00:00,24.37,52.49,1017.13,59,-38
READ_00002881,SENSOR_042,Warehouse_2,2024-09-11T00:05:00,20.69,30.72,1009.88,48,-50
READ_00002882,SENSOR_046,Building_A,2024-09-11T00:10:00,23.51,23.6,1002.25,88,-72
READ_00002883,SENSOR_046,Building_B,2024-09-11T00:15:00,21.79,45.41,1007.94,75,-52
READ_00002884,SENSOR_016,Office_Floor_1,2024-09-11T00:20:00,25.61,32.08,1013.26,60,-41
READ_00002885,SENSOR_017,Office_Floor_2,2024-09-11T00:25:00,20.44,42.12,1010.3,29,-44
READ_00002886,SENSOR_042,Building_B,2024-09-11T00:30:00,26.2,46.36,1006.79,91,-69
READ_00002887,SENSOR_003,Warehouse_2,2024-09-11T00:35:00,25.17,50.28,1008.81,52,-43
READ_00002888,SENSOR_009,Building_B,2024-09-11T00:40:00,28.65,61.75,1013.02,84,-81
READ_00002889,SENSOR_013,Building_B,2024-09-11T00:45:00,21.91,37.58,1016.87,52,-33
READ_00002890,SENSOR_020,Building_A,2024-09-11T00:50:00,21.05,52.58,1013.77,53,-79
READ_00002891,SENSOR_029,Office_Floor_2,2024-09-11T00:55:00,23.3,35.85,1010.03,43,-88
READ_00002892,SENSOR_009,Building_B,2024-09-11T01:00:00,20.44,54.55,1016.56,27,-83
READ_00002893,SENSOR_031,Office_Floor_2,2024-09-11T01:05:00,25.11,49.01,1012.41,25,-88
READ_00002894,SENSOR_007,Building_A,2024-09-11T01:10:00,25.3,52.01,1011.73,97,-35
READ_00002895,SENSOR_020,Office_Floor_1,2024-09-11T01:15:00,23.82,23.33,1009.43,94,-45
READ_00002896,SENSOR_044,Office_Floor_1,2024-09-11T01:20:00,17.31,61.52,1026.04,83,-76
READ_00002897,SENSOR_043,Office_Floor_1,2024-09-11T01:25:00,15.68,45.8,1013.01,43,-53
READ_00002898,SENSOR_008,Office_Floor_2,2024-09-11T01:30:00,22.32,41.55,1014.65,29,-63
READ_00002899,SENSOR_008,Building_B,2024-09-11T01:35:00,25.15,55.6,1013.27,74,-70
READ_00002900,SENSOR_037,Building_A,2024-09-11T01:40:00,23.86,35.32,1006.04,87,-63
READ_00002901,SENSOR_035,Warehouse_2,2024-09-11T01:45:00,25.57,52.25,1018.66,81,-77
READ_00002902,SENSOR_039,Office_Floor_2,2024-09-11T01:50:00,24.0,50.26,1012.99,48,-72
READ_00002903,SENSOR_014,Warehouse_1,2024-09-11T01:55:00,25.54,48.84,1003.56,71,-83
READ_00002904,SENSOR_002,Warehouse_1,2024-09-11T02:00:00,21.19,43.58,1014.33,43,-55
READ_00002905,SENSOR_028,Office_Floor_2,2024-09-11T02:05:00,23.2,41.72,1024.68,55,-44
READ_00002906,SENSOR_001,Building_B,2024-09-11T02:10:00,23.0,37.87,1007.37,51,-36
READ_00002907,SENSOR_011,Warehouse_1,2024-09-11T02:15:00,17.91,35.23,1012.13,44,-87
READ_00002908,SENSOR_008,Warehouse_1,2024-09-11T02:20:00,21.72,31.59,1000.42,42,-32
READ_00002909,SENSOR_003,Building_A,2024-09-11T02:25:00,19.09,55.78,1013.98,69,-68
READ_00002910,SENSOR_013,Warehouse_2,2024-09-11T02:30:00,22.44,61.57,1016.56,58,-59
READ_00002911,SENSOR_040,Warehouse_2,2024-09-11T02:35:00,23.25,55.15,1011.49,38,-63
READ_00002912,SENSOR_014,Warehouse_2,2024-09-11T02:40:00,20.55,37.67,1009.63,51,-89
READ_00002913,SENSOR_017,Office_Floor_1,2024-09-11T02:45:00,16.12,40.44,1013.46,27,-68
READ_00002914,SENSOR_050,Warehouse_1,2024-09-11T02:50:00,22.22,63.8,1021.31,23,-40
READ_00002915,SENSOR_017,Building_A,2024-09-11T02:55:00,21.45,50.13,1000.71,100,-60
READ_00002916,SENSOR_004,Warehouse_2,2024-09-11T03:00:00,25.53,19.25,1010.73,86,-85
READ_00002917,SENSOR_013,Office_Floor_2,2024-09-11T03:05:00,19.23,36.75,1018.21,30,-88
READ_00002918,SENSOR_016,Office_Floor_2,2024-09-11T03:10:00,21.22,60.31,1020.68,94,-40
READ_00002919,SENSOR_032,Building_A,2024-09-11T03:15:00,19.0,56.48,1013.88,55,-80
READ_00002920,SENSOR_043,Office_Floor_1,2024-09-11T03:20:00,20.45,46.49,1008.63,58,-63
READ_00002921,SENSOR_032,Warehouse_2,2024-09-11T03:25:00,23.49,30.44,1012.62,90,-46
READ_00002922,SENSOR_014,Warehouse_2,2024-09-11T03:30:00,23.54,30.72,1014.45,57,-42
READ_00002923,SENSOR_032,Warehouse_2,2024-09-11T03:35:00,23.96,59.19,1013.69,43,-58
READ_00002924,SENSOR_029,Warehouse_1,2024-09-11T03:40:00,23.99,43.5,1007.04,90,-69
READ_00002925,SENSOR_046,Building_A,2024-09-11T03:45:00,30.01,36.6,1017.05,81,-49
READ_00002926,SENSOR_038,Building_A,2024-09-11T03:50:00,19.43,24.34,1001.49,78,-90
READ_00002927,SENSOR_022,Building_B,2024-09-11T03:55:00,22.17,43.36,1011.84,98,-55
READ_00002928,SENSOR_012,Office_Floor_1,2024-09-11T04:00:00,24.81,50.1,1010.9,38,-65
READ_00002929,SENSOR_002,Building_B,2024-09-11T04:05:00,23.72,36.56,1013.4,59,-87
READ_00002930,SENSOR_011,Warehouse_2,2024-09-11T04:10:00,19.09,54.13,1007.8,27,-85
READ_00002931,SENSOR_034,Office_Floor_2,2024-09-11T04:15:00,18.47,37.2,1014.77,89,-48
READ_00002932,SENSOR_031,Warehouse_2,2024-09-11T04:20:00,19.83,55.23,1007.1,81,-81
READ_00002933,SENSOR_023,Warehouse_2,2024-09-11T04:25:00,22.12,56.67,1013.28,55,-48
READ_00002934,SENSOR_003,Warehouse_1,2024-09-11T04:30:00,18.78,47.26,1007.03,62,-72
READ_00002935,SENSOR_001,Warehouse_1,2024-09-11T04:35:00,18.78,44.81,1014.22,48,-68
READ_00002936,SENSOR_023,Office_Floor_2,2024-09-11T04:40:00,17.67,30.65,1023.78,69,-68
READ_00002937,SENSOR_003,Office_Floor_1,2024-09-11T04:45:00,22.64,41.2,1013.39,93,-85
READ_00002938,SENSOR_006,Office_Floor_2,2024-09-11T04:50:00,21.58,45.35,1017.55,45,-79
READ_00002939,SENSOR_031,Warehouse_2,2024-09-11T04:55:00,22.16,44.51,1007.94,96,-32
READ_00002940,SENSOR_011,Office_Floor_2,2024-09-11T05:00:00,22.61,35.67,1012.43,75,-88
READ_00002941,SENSOR_022,Office_Floor_1,2024-09-11T05:05:00,19.94,53.8,1011.57,65,-37
READ_00002942,SENSOR_003,Warehouse_1,2024-09-11T05:10:00,19.19,48.04,1007.27,67,-74
READ_00002943,SENSOR_008,Building_A,2024-09-11T05:15:00,23.64,30.45,1013.05,35,-72
READ_00002944,SENSOR_013,Office_Floor_2,2024-09-11T05:20:00,18.76,41.98,1005.84,42,-90
READ_00002945,SENSOR_035,Warehouse_1,2024-09-11T05:25:00,17.63,40.27,1017.53,49,-87
READ_00002946,SENSOR_046,Warehouse_2,2024-09-11T05:30:00,20.99,53.0,1003.6,55,-31
READ_00002947,SENSOR_026,Office_Floor_1,2024-09-11T05:35:00,27.49,41.52,1019.89,99,-49
READ_00002948,SENSOR_033,Warehouse_1,2024-09-11T05:40:00,23.85,49.76,1010.77,95,-47
READ_00002949,SENSOR_030,Office_Floor_2,2024-09-11T05:45:00,22.55,28.68,1017.82,90,-53
READ_00002950,SENSOR_013,Building_A,2024-09-11T05:50:00,20.13,46.35,1014.53,76,-62
READ_00002951,SENSOR_044,Office_Floor_1,2024-09-11T05:55:00,22.51,38.68,1010.18,71,-42
READ_00002952,SENSOR_006,Building_B,2024-09-11T06:00:00,17.62,44.15,1017.55,37,-61
READ_00002953,SENSOR_017,Building_A,2024-09-11T06:05:00,19.29,42.11,1006.74,29,-73
READ_00002954,SENSOR_023,Warehouse_2,2024-09-11T06:10:00,18.73,65.12,1012.21,43,-87
READ_00002955,SENSOR_017,Building_B,2024-09-11T06:15:00,17.46,40.6,1010.38,40,-53
READ_00002956,SENSOR_004,Building_B,2024-09-11T06:20:00,19.48,33.28,1011.89,42,-47
READ_00002957,SENSOR_010,Warehouse_1,2024-09-11T06:25:00,20.63,64.84,1009.66,61,-55
READ_00002958,SENSOR_025,Warehouse_2,2024-09-11T06:30:00,23.82,58.58,1010.98,48,-88
READ_00002959,SENSOR_045,Warehouse_2,2024-09-11T06:35:00,12.61,46.91,1013.22,85,-31
READ_00002960,SENSOR_045,Warehouse_2,2024-09-11T06:40:00,23.37,42.9,1022.13,94,-46
READ_00002961,SENSOR_032,Warehouse_2,2024-09-11T06:45:00,29.47,51.02,1010.05,20,-81
READ_00002962,SENSOR_039,Building_B,2024-09-11T06:50:00,23.19,46.62,1009.65,58,-73
READ_00002963,SENSOR_013,Building_B,2024-09-11T06:55:00,26.68,39.72,1009.37,94,-68
READ_00002964,SENSOR_030,Warehouse_1,2024-09-11T07:00:00,21.7,44.57,1014.4,84,-57
READ_00002965,SENSOR_045,Building_B,2024-09-11T07:05:00,19.24,38.39,1010.2,89,-30
READ_00002966,SENSOR_034,Office_Floor_2,2024-09-11T07:10:00,20.27,37.11,1010.04,54,-42
READ_00002967,SENSOR_027,Building_A,2024-09-11T07:15:00,23.74,55.43,1013.78,76,-54
READ_00002968,SENSOR_031,Building_A,2024-09-11T07:20:00,14.24,39.46,1004.07,38,-47
READ_00002969,SENSOR_033,Warehouse_2,2024-09-11T07:25:00,25.22,50.52,1019.09,36,-56
READ_00002970,SENSOR_004,Office_Floor_2,2024-09-11T07:30:00,14.2,45.36,1008.7,35,-48
READ_00002971,SENSOR_029,Building_B,2024-09-11T07:35:00,19.93,37.61,1009.97,26,-79
READ_00002972,SENSOR_024,Building_A,2024-09-11T07:40:00,26.75,49.46,1015.41,88,-48
READ_00002973,SENSOR_003,Warehouse_2,2024-09-11T07:45:00,24.67,44.67,1017.74,41,-68
READ_00002974,SENSOR_035,Building_B,2024-09-11T07:50:00,24.6,29.12,1026.99,65,-53
READ_00002975,SENSOR_049,Office_Floor_2,2024-09-11T07:55:00,20.97,34.81,1014.19,36,-61
READ_00002976,SENSOR_016,Building_B,2024-09-11T08:00:00,23.06,42.58,1019.04,48,-86
READ_00002977,SENSOR_006,Warehouse_1,2024-09-11T08:05:00,16.86,42.07,1009.12,44,-58
READ_00002978,SENSOR_031,Building_B,2024-09-11T08:10:00,20.99,32.78,1019.79,61,-40
READ_00002979,SENSOR_025,Office_Floor_2,2024-09-11T08:15:00,19.65,28.92,1022.55,23,-69
READ_00002980,SENSOR_034,Warehouse_2,2024-09-11T08:20:00,16.18,49.6,1013.2,62,-62
READ_00002981,SENSOR_016,Building_B,2024-09-11T08:25:00,21.1,55.12,1021.97,59,-83
READ_00002982,SENSOR_007,Office_Floor_2,2024-09-11T08:30:00,21.29,52.02,1009.96,62,-88
READ_00002983,SENSOR_041,Office_Floor_2,2024-09-11T08:35:00,22.32,60.39,1025.07,73,-71
READ_00002984,SENSOR_004,Building_A,2024-09-11T08:40:00,21.76,49.51,1011.1,31,-34
READ_00002985,SENSOR_026,Office_Floor_1,2024-09-11T08:45:00,22.55,42.25,1015.15,69,-66
READ_00002986,SENSOR_003,Building_B,2024-09-11T08:50:00,21.47,32.79,1021.81,87,-71
READ_00002987,SENSOR_012,Building_B,2024-09-11T08:55:00,21.22,35.72,1009.76,88,-31
READ_00002988,SENSOR_007,Office_Floor_1,2024-09-11T09:00:00,21.99,43.29,1004.93,83,-38
READ_00002989,SENSOR_033,Building_A,2024-09-11T09:05:00,23.46,40.06,1016.88,95,-44
READ_00002990,SENSOR_043,Building_B,2024-09-11T09:10:00,19.01,33.91,1015.41,49,-72
READ_00002991,SENSOR_010,Office_Floor_1,2024-09-11T09:15:00,19.13,49.91,1014.62,35,-87
READ_00002992,SENSOR_048,Warehouse_2,2024-09-11T09:20:00,24.82,54.34,1013.03,44,-55
READ_00002993,SENSOR_040,Warehouse_1,2024-09-11T09:25:00,24.64,32.47,1011.23,73,-43
READ_00002994,SENSOR_008,Building_B,2024-09-11T09:30:00,22.89,44.75,1009.18,51,-51
READ_00002995,SENSOR_036,Office_Floor_2,2024-09-11T09:35:00,18.47,52.05,1014.15,55,-40
READ_00002996,SENSOR_037,Building_B,2024-09-11T09:40:00,20.87,58.93,1019.45,56,-71
READ_00002997,SENSOR_019,Warehouse_1,2024-09-11T09:45:00,20.96,42.4,1021.26,28,-70
READ_00002998,SENSOR_029,Warehouse_1,2024-09-11T09:50:00,18.51,47.79,1021.03,53,-56
READ_00002999,SENSOR_046,Warehouse_2,2024-09-11T09:55:00,20.23,38.64,1013.3,96,-40
READ_00003000,SENSOR_031,Office_Floor_2,2024-09-11T10:00:00,18.92,41.51,1014.75,61,-83
READ_00003001,SENSOR_016,Office_Floor_1,2024-09-11T10:05:00,23.8,36.73,1012.31,60,-40
READ_00003002,SENSOR_050,Office_Floor_2,2024-09-11T10:10:00,26.85,38.67,1012.45,29,-42
READ_00003003,SENSOR_008,Building_A,2024-09-11T10:15:00,27.02,39.29,1011.24,59,-65
READ_00003004,SENSOR_018,Building_A,2024-09-11T10:20:00,20.24,27.47,1015.26,30,-56
READ_00003005,SENSOR_043,Building_A,2024-09-11T10:25:00,21.21,50.43,1011.13,67,-90
READ_00003006,SENSOR_018,Warehouse_2,2024-09-11T10:30:00,21.09,35.41,1008.61,58,-58
READ_00003007,SENSOR_005,Building_B,2024-09-11T10:35:00,23.44,28.54,1015.43,39,-55
READ_00003008,SENSOR_029,Building_B,2024-09-11T10:40:00,13.26,41.2,1024.87,45,-40
READ_00003009,SENSOR_032,Office_Floor_2,2024-09-11T10:45:00,16.59,54.2,1020.16,49,-45
READ_00003010,SENSOR_010,Building_A,2024-09-11T10:50:00,26.91,44.94,1011.37,54,-47
READ_00003011,SENSOR_042,Building_A,2024-09-11T10:55:00,22.67,61.48,1015.42,44,-43
READ_00003012,SENSOR_011,Warehouse_2,2024-09-11T11:00:00,23.26,33.04,1009.38,66,-64
READ_00003013,SENSOR_018,Office_Floor_2,2024-09-11T11:05:00,22.66,48.91,1014.26,50,-76
READ_00003014,SENSOR_033,Building_B,2024-09-11T11:10:00,20.87,45.39,1018.75,97,-39
READ_00003015,SENSOR_024,Building_B,2024-09-11T11:15:00,17.2,56.71,1015.46,98,-40
READ_00003016,SENSOR_049,Warehouse_1,2024-09-11T11:20:00,20.79,32.43,1016.52,28,-86
READ_00003017,SENSOR_014,Building_A,2024-09-11T11:25:00,22.26,47.63,1017.65,22,-42
READ_00003018,SENSOR_020,Office_Floor_1,2024-09-11T11:30:00,25.57,52.5,1018.86,80,-78
READ_00003019,SENSOR_041,Warehouse_1,2024-09-11T11:35:00,17.65,48.32,1019.94,54,-70
READ_00003020,SENSOR_039,Warehouse_1,2024-09-11T11:40:00,24.64,41.24,1013.7,86,-59
READ_00003021,SENSOR_018,Warehouse_1,2024-09-11T11:45:00,23.22,46.25,1011.63,53,-85
READ_00003022,SENSOR_047,Warehouse_2,2024-09-11T11:50:00,22.59,56.02,1014.49,43,-49
READ_00003023,SENSOR_021,Warehouse_1,2024-09-11T11:55:00,21.51,40.78,1016.11,98,-76
READ_00003024,SENSOR_006,Office_Floor_1,2024-09-11T12:00:00,21.13,43.02,1011.81,42,-90
READ_00003025,SENSOR_048,Office_Floor_2,2024-09-11T12:05:00,26.27,55.91,1014.8,40,-86
READ_00003026,SENSOR_043,Office_Floor_2,2024-09-11T12:10:00,24.76,62.75,1015.89,79,-53
READ_00003027,SENSOR_003,Office_Floor_1,2024-09-11T12:15:00,23.92,16.93,1018.63,86,-35
READ_00003028,SENSOR_039,Building_B,2024-09-11T12:20:00,16.71,26.74,1016.26,95,-57
READ_00003029,SENSOR_003,Warehouse_1,2024-09-11T12:25:00,28.23,66.89,1006.81,24,-39
READ_00003030,SENSOR_002,Office_Floor_2,2024-09-11T12:30:00,22.26,25.39,1020.84,40,-40
READ_00003031,SENSOR_014,Warehouse_1,2024-09-11T12:35:00,22.22,51.21,1007.28,68,-78
READ_00003032,SENSOR_045,Warehouse_1,2024-09-11T12:40:00,24.07,56.77,1017.56,71,-48
READ_00003033,SENSOR_009,Office_Floor_1,2024-09-11T12:45:00,18.3,48.42,1014.54,78,-60
READ_00003034,SENSOR_028,Building_B,2024-09-11T12:50:00,20.66,34.96,1013.74,87,-45
READ_00003035,SENSOR_028,Office_Floor_1,2024-09-11T12:55:00,25.35,42.61,1009.65,54,-30
READ_00003036,SENSOR_026,Warehouse_2,2024-09-11T13:00:00,24.18,52.03,1009.1,35,-71
READ_00003037,SENSOR_027,Office_Floor_2,2024-09-11T13:05:00,27.51,43.52,1020.62,23,-56
READ_00003038,SENSOR_036,Building_A,2024-09-11T13:10:00,21.17,46.98,1009.39,89,-52
READ_00003039,SENSOR_019,Building_A,2024-09-11T13:15:00,18.79,45.63,1010.8,96,-35
READ_00003040,SENSOR_042,Warehouse_1,2024-09-11T13:20:00,21.82,45.53,1006.47,32,-52
READ_00003041,SENSOR_020,Building_A,2024-09-11T13:25:00,24.32,52.75,1019.94,52,-45
READ_00003042,SENSOR_006,Warehouse_1,2024-09-11T13:30:00,23.83,56.23,1015.3,96,-44
READ_00003043,SENSOR_005,Warehouse_2,2024-09-11T13:35:00,16.95,63.19,1017.2,64,-68
READ_00003044,SENSOR_010,Office_Floor_1,2024-09-11T13:40:00,20.88,47.81,1009.48,79,-48
READ_00003045,SENSOR_041,Office_Floor_2,2024-09-11T13:45:00,16.1,43.63,1016.86,28,-40
READ_00003046,SENSOR_046,Office_Floor_2,2024-09-11T13:50:00,24.44,32.76,1014.82,80,-65
READ_00003047,SENSOR_027,Warehouse_1,2024-09-11T13:55:00,25.19,42.49,1013.24,53,-72
READ_00003048,SENSOR_046,Building_A,2024-09-11T14:00:00,14.46,42.42,1011.85,79,-43
READ_00003049,SENSOR_028,Building_B,2024-09-11T14:05:00,21.24,43.96,1015.97,78,-37
READ_00003050,SENSOR_004,Building_B,2024-09-11T14:10:00,22.81,48.3,1013.48,80,-82
READ_00003051,SENSOR_025,Office_Floor_1,2024-09-11T14:15:00,18.17,39.62,1006.75,79,-51
READ_00003052,SENSOR_005,Warehouse_1,2024-09-11T14:20:00,21.05,37.22,1015.59,21,-32
READ_00003053,SENSOR_027,Office_Floor_2,2024-09-11T14:25:00,22.14,64.49,1013.46,55,-60
READ_00003054,SENSOR_001,Warehouse_2,2024-09-11T14:30:00,24.65,38.88,1002.36,92,-39
READ_00003055,SENSOR_013,Office_Floor_2,2024-09-11T14:35:00,22.43,48.29,1008.92,35,-32
READ_00003056,SENSOR_039,Warehouse_1,2024-09-11T14:40:00,23.79,42.88,1011.35,75,-68
READ_00003057,SENSOR_023,Building_B,2024-09-11T14:45:00,22.75,65.79,1009.71,50,-39
READ_00003058,SENSOR_046,Office_Floor_2,2024-09-11T14:50:00,20.26,27.5,1021.36,95,-60
READ_00003059,SENSOR_015,Building_B,2024-09-11T14:55:00,22.12,48.35,1009.89,48,-83
READ_00003060,SENSOR_049,Building_A,2024-09-11T15:00:00,18.26,49.9,1015.7,53,-71
READ_00003061,SENSOR_034,Building_B,2024-09-11T15:05:00,21.19,31.47,1025.29,93,-46
READ_00003062,SENSOR_010,Warehouse_1,2024-09-11T15:10:00,21.12,43.14,1007.48,32,-51
READ_00003063,SENSOR_003,Building_B,2024-09-11T15:15:00,24.35,39.61,1010.49,93,-72
READ_00003064,SENSOR_045,Office_Floor_1,2024-09-11T15:20:00,20.67,30.86,1011.77,68,-51
READ_00003065,SENSOR_028,Office_Floor_1,2024-09-11T15:25:00,21.7,51.06,1015.15,31,-84
READ_00003066,SENSOR_033,Warehouse_2,2024-09-11T15:30:00,18.45,55.27,1016.85,62,-36
READ_00003067,SENSOR_034,Building_B,2024-09-11T15:35:00,23.09,55.52,1016.34,100,-38
READ_00003068,SENSOR_037,Warehouse_2,2024-09-11T15:40:00,20.56,53.33,1019.53,63,-61
READ_00003069,SENSOR_045,Office_Floor_1,2024-09-11T15:45:00,25.28,40.51,1010.83,71,-69
READ_00003070,SENSOR_041,Warehouse_1,2024-09-11T15:50:00,23.89,33.23,1019.67,78,-59
READ_00003071,SENSOR_003,Warehouse_1,2024-09-11T15:55:00,20.1,55.48,1019.32,59,-39
READ_00003072,SENSOR_048,Building_A,2024-09-11T16:00:00,27.74,39.49,1020.72,20,-80
READ_00003073,SENSOR_010,Office_Floor_2,2024-09-11T16:05:00,21.08,52.04,1028.42,91,-53
READ_00003074,SENSOR_007,Office_Floor_2,2024-09-11T16:10:00,24.74,42.47,1009.83,49,-35
READ_00003075,SENSOR_028,Office_Floor_2,2024-09-11T16:15:00,20.99,41.86,1013.7,21,-56
READ_00003076,SENSOR_022,Warehouse_2,2024-09-11T16:20:00,15.22,42.15,1009.93,34,-46
READ_00003077,SENSOR_042,Building_A,2024-09-11T16:25:00,21.45,63.86,1015.8,23,-83
READ_00003078,SENSOR_017,Office_Floor_2,2024-09-11T16:30:00,18.69,41.32,1008.83,53,-49
READ_00003079,SENSOR_026,Office_Floor_2,2024-09-11T16:35:00,18.7,46.09,1017.42,52,-81
READ_00003080,SENSOR_002,Building_A,2024-09-11T16:40:00,23.85,38.38,1016.78,26,-55
READ_00003081,SENSOR_041,Warehouse_1,2024-09-11T16:45:00,17.65,38.61,1013.43,64,-64
READ_00003082,SENSOR_006,Building_B,2024-09-11T16:50:00,25.42,33.42,1006.85,91,-46
READ_00003083,SENSOR_044,Office_Floor_2,2024-09-11T16:55:00,17.81,52.87,1011.76,67,-71
READ_00003084,SENSOR_043,Building_A,2024-09-11T17:00:00,22.15,44.01,1012.23,31,-88
READ_00003085,SENSOR_031,Building_B,2024-09-11T17:05:00,24.5,63.3,1006.33,76,-50
READ_00003086,SENSOR_049,Building_A,2024-09-11T17:10:00,23.52,43.69,1006.19,49,-62
READ_00003087,SENSOR_019,Warehouse_2,2024-09-11T17:15:00,20.83,48.41,1010.25,76,-79
READ_00003088,SENSOR_007,Office_Floor_1,2024-09-11T17:20:00,19.59,53.36,1025.13,62,-48
READ_00003089,SENSOR_050,Building_A,2024-09-11T17:25:00,21.85,46.61,1007.62,73,-60
READ_00003090,SENSOR_025,Building_A,2024-09-11T17:30:00,23.0,64.95,1018.23,85,-73
READ_00003091,SENSOR_006,Warehouse_2,2024-09-11T17:35:00,19.81,52.56,1014.51,97,-90
READ_00003092,SENSOR_028,Warehouse_1,2024-09-11T17:40:00,25.35,51.23,1018.2,84,-50
READ_00003093,SENSOR_002,Building_A,2024-09-11T17:45:00,22.56,35.11,1015.7,55,-75
READ_00003094,SENSOR_027,Warehouse_2,2024-09-11T17:50:00,23.35,41.05,1013.36,58,-55
READ_00003095,SENSOR_044,Building_B,2024-09-11T17:55:00,28.1,49.36,1009.43,25,-73
READ_00003096,SENSOR_007,Warehouse_2,2024-09-11T18:00:00,21.59,49.08,1013.42,67,-33
READ_00003097,SENSOR_037,Office_Floor_1,2024-09-11T18:05:00,27.95,37.86,1017.13,43,-37
