InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
553935,82583,HOT BATHS METAL SIGN,12,2011-05-20 10:32:00,2.1,15856.0,United Kingdom,25.200000000000003
550298,22997,TRAVEL CARD WALLET UNION JACK,-4,2011-04-15 16:11:00,0.42,NULL,United Kingdom,-1.68
557878,20727,LUNCH BAG  BLACK SKULL.,4,2011-06-23 13:13:00,1.65,16940.0,United Kingdom,6.6
576200,23312,VINTAGE CHRISTMAS GIFT SACK,1,2011-11-14 12:14:00,4.15,15572.0,United Kingdom,4.15
549745,21065,BOOM BOX SPEAKER GIRLS,1,2011-01-10 09:43:00,3.36,,United Kingdom,3.36
564962,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,-1,2011-08-31 14:35:00,2.95,17777.0,United Kingdom,-2.95
568696,22224,WHITE LOVEBIRD LANTERN,6,2011-09-28 14:56:00,2.95,13842.0,United Kingdom,17.700000000000003
552235,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2011-05-06 16:17:00,2.08,15194.0,United Kingdom,41.6
555728,35004G,SET OF 3 GOLD FLYING DUCKS,1,2011-06-06 16:41:00,6.35,17252.0,United Kingdom,6.35
541838,21733,RED HANGING HEART T-LIGHT HOLDER,10,2011-01-23 10:43:00,2.95,12916.0,United Kingdom,29.5
570458,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2026-01-10 21:00:00,0.85,14535.0,United Kingdom,10.2
556243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-09 16:07:00,5.79,,United Kingdom,5.79
570097,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-12-01 12:53:00,2.95,12748.0,United Kingdom,5.9
577497,23365,SET 12 COLOUR PENCILS LOVE LONDON,7,2011-11-20 12:22:00,0.65,17555.0,United Kingdom,4.55
574663,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-11-06 12:04:00,8.95,13527.0,United Kingdom,17.9
578833,22297,HEART IVORY TRELLIS SMALL,1,2011-11-25 15:23:00,2.46,,United Kingdom,2.46
548210,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-03-29 17:23:00,2.95,14606.0,United Kingdom,2.95
574707,22692,DOORMAT WELCOME TO OUR HOME,10,2011-11-06 14:08:00,7.08,17107.0,United Kingdom,70.8
566082,22956,36 FOIL HEART CAKE CASES,6,2011-01-10 09:11:00,2.1,12539.0,Spain,12.600000000000001
578233,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-11-23 12:20:00,3.75,14049.0,United Kingdom,7.5
548404,21877,HOME SWEET HOME MUG,12,2011-03-31 09:38:00,1.25,16398.0,United Kingdom,15.0
567821,48116,DOORMAT MULTICOLOUR STRIPE,1,2011-09-22 12:45:00,8.25,14659.0,United Kingdom,8.25
554655,23175,REGENCY MILK JUG PINK ,4,2011-05-25 13:35:00,3.25,12924.0,United Kingdom,13.0
580916,22512,DOORSTOP RACING CAR DESIGN,1,2011-12-06 13:45:00,0.79,13685.0,United Kingdom,0.79
574826,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-07 10:58:00,0.55,15870.0,United Kingdom,0.55
560394,22174,PHOTO CUBE,6,2011-07-18 13:35:00,1.65,14390.0,United Kingdom,9.899999999999999
573576,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1,2011-10-31 14:09:00,4.13,14096.0,United Kingdom,4.13
547195,21086,SET/6 RED SPOTTY PAPER CUPS,24,2011-03-21 12:42:00,0.0,17204.0,United Kingdom,0.0
547083,85094,CANDY SPOT EGG WARMER RABBIT,11,2011-03-20 15:21:00,0.19,15452.0,United Kingdom,2.09
545188,48184,DOORMAT ENGLISH ROSE ,1,2011-02-28 15:19:00,7.95,14056.0,United Kingdom,7.95
553383,22412,METAL SIGN NEIGHBOURHOOD WITCH ,18,2011-05-16 15:48:00,2.1,18230.0,United Kingdom,37.800000000000004
577358,23398,HANGING HEART BONHEUR,1,2011-11-18 15:59:00,2.08,,United Kingdom,2.08
548612,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-04-01 11:34:00,0.85,13137.0,United Kingdom,0.85
C551841,22719,GUMBALL MONOCHROME COAT RACK,-4,2011-05-04 13:40:00,1.06,15311.0,United Kingdom,-4.24
564187,21931,JUMBO STORAGE BAG SUKI,3,2011-08-23 15:24:00,2.08,15005.0,United Kingdom,6.24
557055,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,18,2011-06-16 14:45:00,2.95,12621.0,Germany,53.1
569897,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-10-06 16:01:00,1.45,TEST,United Kingdom,1.45
572550,23245,SET OF 3 REGENCY CAKE TINS,2,2011-10-24 17:06:00,10.79,,United Kingdom,21.58
573576,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1,2011-10-31 14:09:00,8.29,14096.0,United Kingdom,8.29
547788,84884A,ANT WHITE WIRE HEART SPIRAL,1,2011-03-25 12:00:00,0.0,,United Kingdom,0.0
572923,22271,FELTCRAFT DOLL ROSIE,6,2011-10-27 08:35:00,2.95,15948.0,United Kingdom,17.700000000000003
580151,22617,BAKING SET SPACEBOY DESIGN,-1,2011-12-02 10:21:00,4.95,17811.0,United Kingdom,-4.95
550953,84549,CROCHET WHITE RABBIT KEYRING ,2,2011-04-21 16:17:00,0.0,,United Kingdom,-1.1797301671068205
559552,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-07-10 16:29:00,1.25,16014.0,United Kingdom,3.75
573551,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-31 13:35:00,4.95,15044.0,United Kingdom,19.8
C559030,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-2,2011-07-05 14:51:00,4.15,16571.0,United Kingdom,-8.3
564976,22456,NATURAL SLATE CHALKBOARD LARGE ,-6,2011-08-31 15:49:00,966599.0560567398,17315.0,United Kingdom,-5799594.336340439
563257,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-08-15 12:07:00,9.95,13799.0,United Kingdom,19.9
581492,21508,VINTAGE KID DOLLY CARD ,1,2011-12-09 10:03:00,0.83,,United Kingdom,0.83
572550,21619,4 VANILLA BOTANICAL CANDLES,1,2011-10-24 17:06:00,3.29,,United Kingdom,3.29
573576,35649,VINTAGE BEAD COSMETIC BAG ,1,2011-10-31 14:09:00,2.46,14096.0,United Kingdom,2.46
550196,22900, SET 2 TEA TOWELS I LOVE LONDON ,5,2011-04-15 10:09:00,3.25,14796.0,United Kingdom,16.25
551721,22652,TRAVEL SEWING KIT,4,2011-05-03 16:49:00,1.65,0,United Kingdom,6.6
556482,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2011-06-12 13:04:00,1.45,17242.0,United Kingdom,17.4
575216,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2011-11-09 11:04:00,1.45,13384.0,United Kingdom,-17.4
576513,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-11-15 12:10:00,0.0,14715.0,United Kingdom,0.0
570871,22470,HEART OF WICKER LARGE,3,2011-10-12 16:36:00,5.79,,United Kingdom,17.37
537240,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,2,2010-12-06 10:08:00,545041.0642636359,,United Kingdom,1090082.1285272718
557442,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,2011-06-20 12:53:00,3.75,14808.0,United Kingdom,7.5
573311,M,Manual,8,2026-01-10 22:00:00,0.39,14071.0,United Kingdom,3.12
564841,21239,PINK  POLKADOT CUP,2,2011-08-30 13:42:00,1.63,,GBR,3.26
573576,20986,BLUE CALCULATOR RULER,1,2011-10-31 14:09:00,2.46,14096.0,United Kingdom,2.46
571305,23351,ROLL WRAP 50'S CHRISTMAS,1,2011-10-17 09:55:00,2.46,,United Kingdom,-4.07247430110264
543396,22457,NATURAL SLATE HEART CHALKBOARD ,18,2011-02-08 10:28:00,2.95,15189.0,United Kingdom,59.43029361671334
561209,23191,BUNDLE OF 3 RETRO NOTE BOOKS,-1,2011-07-25 16:57:00,3.29,,United Kingdom,-3.29
540977,85131A,BEADED PEARL HEART WHITE ON STICK,1,2011-01-12 15:01:00,0.85,,United Kingdom,0.85
550471,15036,ASSORTED COLOURS SILK FAN,3,2011-04-18 13:52:00,1.63,,United Kingdom,4.89
576676,23174,REGENCY SUGAR BOWL GREEN,4,2011-11-16 12:03:00,4.15,16855.0,GBR,16.6
536532,21166,COOK WITH WINE METAL SIGN ,12,2010-12-01 13:24:00,1.95,12433.0,Norway,23.4
552232,22998,TRAVEL CARD WALLET KEEP CALM,4,2011-05-06 15:54:00,0.83,,United Kingdom,3.32
578347,23424,GINGHAM RECIPE BOOK BOX,2,2011-11-24 09:26:00,10.79,,United Kingdom,21.58
547964,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-03-28 15:45:00,10.79,,United Kingdom,-10.79
553526,23355,HOT WATER BOTTLE KEEP CALM,-2,2011-11-16 12:29:00,4.95,14527.0,United Kingdom,-9.9
580509,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-12,2011-12-04 13:45:00,1.25,12719.0,France,-15.0
575844,21724,PANDA AND BUNNIES STICKER SHEET,1,2011-11-11 12:04:00,0.85,,GB,0.85
551987,21871,SAVE THE PLANET MUG,1,2011-09-07 16:48:00,3.29,,United Kingdom,3.29
558709,15036,ASSORTED COLOURS SILK FAN,24,2011-07-01 13:02:00,0.83,17338.0,United Kingdom,19.919999999999998
577034,21070,VINTAGE BILLBOARD MUG ,36,2011-11-17 13:16:00,1.06,12847.0,United Kingdom,38.160000000000004
541423,21849,SILVER DIAMANTE PEN IN GIFT BOX,3,2011-01-17 17:54:00,1.63,,United Kingdom,4.89
552843,21181,PLEASE ONE PERSON METAL SIGN,48,2011-02-28 09:28:00,1.85,17655.0,United Kingdom,88.80000000000001
540362,21166,COOK WITH WINE METAL SIGN ,2,2011-01-06 15:42:00,1.95,13656.0,United Kingdom,3.9
545043,22695,WICKER WREATH SMALL,2,2011-02-27 11:05:00,1.45,16407.0,United Kingdom,2.9
565675,23173,REGENCY TEAPOT ROSES ,12,2011-09-06 09:51:00,8.15,15513.0,United Kingdom,97.80000000000001
581584,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,48,2011-12-09 12:25:00,1.85,13777.0,United Kingdom,88.80000000000001
577057,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-11-17 14:26:00,0.83,12748.0,United Kingdom,0.83
569897,23339,EGG FRYING PAN BLUE ,2,2011-10-06 16:01:00,2.08,17813.0,United Kingdom,4.16
556827,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-06-15 10:29:00,608894.397003608,15134.0,United Kingdom,3653366.3820216483
566591,21931,JUMBO STORAGE BAG SUKI,10,2011-09-13 14:53:00,2.08,16036.0,United Kingdom,20.8
579167,21530,DAIRY MAID TOASTRACK,2,2011-11-28 14:06:00,0.79,16800.0,United Kingdom,1.58
536841,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-02 18:27:00,1.65,16150.0,United Kingdom,19.799999999999997
544772,22433,WATERING CAN GREEN DINOSAUR,1,2011-02-23 11:12:00,4.13,,United Kingdom,4.13
566059,POST,POSTAGE,1,2011-09-08 15:22:00,18.0,12569.0,DE,18.0
539760,84030E,ENGLISH ROSE HOT WATER BOTTLE,3,2010-12-21 17:16:00,4.25,17400.0,United Kingdom,12.75
537047,22601,CHRISTMAS RETROSPOT ANGEL WOOD,5,2010-12-05 11:02:00,0.85,13069.0,United Kingdom,4.25
577469,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-11-20 11:25:00,0.55,GUEST,United Kingdom,3.3000000000000003
563189,22912,YELLOW COAT RACK PARIS FASHION,-3,2011-08-12 15:22:00,4.95,12682.0,France,-14.850000000000001
573020,22633,HAND WARMER UNION JACK,-12,2011-10-27 12:37:00,2.1,14842.0,United Kingdom,-25.200000000000003
564744,82600,NO SINGING METAL SIGN,12,2011-08-28 15:25:00,2.1,13778.0,United Kingdom,16.868230417254235
570488,20725,LUNCH BAG RED RETROSPOT,2,2011-10-10 17:12:00,4.13,14096.0,United Kingdom,8.26
569871,23535,BICYCLE SAFTEY WALL ART,4,2011-10-06 15:04:00,5.95,13089.0,United Kingdom,23.8
569899,35970,ZINC FOLKART SLEIGH BELLS,12,2011-10-06 16:15:00,1.69,13940.0,United Kingdom,20.28
536528,84985A,SET OF 72 GREEN PAPER DOILIES,1,2010-12-01 13:17:00,1.45,15525.0,United Kingdom,1.45
560118,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-07-15 10:21:00,2.55,16818.0,United Kingdom,30.599999999999998
555924,22321,BIRD DECORATION RED RETROSPOT,1,2011-06-07 17:12:00,1.63,,United Kingdom,1.63
571745,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-10-19 10:48:00,0.55,14911.0,EIRE,13.200000000000001
562129,21770,OPEN CLOSED METAL SIGN,-2,2011-08-03 09:09:00,4.95,13186.0,United Kingdom,-9.9
568719,22037,ROBOT BIRTHDAY CARD,-2,2011-09-28 16:19:00,0.83,,United Kingdom,-1.66
567701,22186,RED STAR CARD HOLDER,24,2011-09-22 09:36:00,1.95,17172.0,United Kingdom,46.8
540468,22322,BIRD DECORATION GREEN POLKADOT,9,2011-01-07 13:55:00,0.81,,United Kingdom,7.290000000000001
545399,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-03-02 11:48:00,0.55,14934.0,Channel Islands,13.200000000000001
539739,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-12-21 15:19:00,16.13,TEST,United Kingdom,32.26
566051,21621,VINTAGE UNION JACK BUNTING,2,2011-08-16 10:50:00,8.5,18221.0,United Kingdom,17.0
579508,22492,MINI PAINT SET VINTAGE ,2,2011-11-29 16:33:00,1.63,,United Kingdom,3.26
578270,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-11-23 13:39:00,10.79,14096.0,United Kingdom,64.74
581098,23326,HANGING MINI COLOURED BOTTLES,48,2011-12-07 11:42:00,0.63,14911.0,EIRE,30.240000000000002
566251,85049E,SCANDINAVIAN REDS RIBBONS,4,2011-09-11 12:13:00,1.25,12841.0,United Kingdom,5.0
544091,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-02-16 08:37:00,1.25,14897.0,United Kingdom,15.0
572335,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-10-24 10:27:00,1.25,14493.0,United Kingdom,15.0
568207,22155,STAR DECORATION RUSTIC,-48,2011-09-25 15:34:00,0.42,15150.0,United Kingdom,-20.16
579387,85174,S/4 CACTI CANDLES,16,2010-12-01 16:11:00,4.25,13777.0,United Kingdom,68.0
544088,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,2011-02-15 17:18:00,4.25,,United Kingdom,4.25
550651,22522,CHILDS GARDEN FORK BLUE ,2,2011-04-19 16:52:00,0.85,15436.0,United Kingdom,11.616626636877406
580687,22553,PLASTERS IN TIN SKULLS,-24,2011-12-05 15:38:00,1.65,16379.0,United Kingdom,-39.599999999999994
565424,23174,REGENCY SUGAR BOWL GREEN,-4,2011-09-04 12:24:00,4.15,15215.0,United Kingdom,-16.6
573119,85129C,BEADED CRYSTAL HEART BLUE SMALL,1,2011-10-03 16:14:00,2.46,,United Kingdom,2.46
561661,22924,FRIDGE MAGNETS LA VIE EN ROSE,6,2026-01-10 23:00:00,0.85,12743.0,Unspecified,5.1
558777,22196,SMALL HEART MEASURING SPOONS,1,2011-07-04 10:23:00,1.63,,United Kingdom,1.63
553017,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-05-12 19:01:00,3.75,12757.0,Portugal,7.5
536464,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,2010-12-01 12:23:00,0.55,17968.0,United Kingdom,1.1
549100,22174,PHOTO CUBE,2,2011-04-06 11:14:00,4.13,,United Kingdom,8.26
571441,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,4,2011-10-17 13:31:00,3.29,14096.0,United Kingdom,13.16
540505,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-01-09 11:05:00,2.95,17095.0,United Kingdom,17.700000000000003
562276,22090,PAPER BUNTING RETROSPOT,6,2011-08-04 10:23:00,2.95,17735.0,United Kingdom,17.700000000000003
568709,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-09-28 15:42:00,2.08,15036.0,United Kingdom,4.16
539088,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-16 09:45:00,2.55,TEST,United Kingdom,81.6
537390,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2010-12-06 13:47:00,4.95,16658.0,United Kingdom,69.3
544672,22386,JUMBO BAG PINK POLKADOT,100,2011-02-22 15:45:00,1.65,14646.0,Netherlands,165.0
567529,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-21 09:22:00,4.95,18236.0,United Kingdom,19.8
548169,22667,RECIPE BOX RETROSPOT ,36,2011-03-29 13:48:00,2.55,14680.0,United Kingdom,91.8
575875,23536,WALL ART VILLAGE SHOW ,1,2011-11-11 13:06:00,12.46,,United Kingdom,12.46
571239,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-10-14 14:54:00,4.15,12744.0,Singapore,-16.6
571713,22585,PACK OF 6 BIRDY GIFT TAGS,1,2011-10-18 16:58:00,2.46,,United Kingdom,2.46
557319,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-06-20 08:23:00,1.65,15076.0,United Kingdom,19.799999999999997
568095,23281,FOLDING BUTTERFLY MIRROR RED  ,-12,2011-09-23 14:49:00,0.83,TEST,EIRE,-9.959999999999999
554158,21498,RED RETROSPOT WRAP ,25,2011-05-23 11:44:00,0.42,15563.0,United Kingdom,10.5
539324,22074,6 RIBBONS SHIMMERING PINKS ,1,2010-12-16 19:51:00,1.65,14985.0,United Kingdom,1.65
563440,21208,PASTEL COLOUR HONEYCOMB FAN,-12,2011-08-16 13:12:00,0.39,13189.0,United Kingdom,-4.68
539718,21508,VINTAGE KID DOLLY CARD ,1,2010-12-21 13:06:00,0.85,,United Kingdom,0.85
553235,16156S,WRAP PINK FAIRY CAKES ,25,2011-05-16 11:13:00,0.42,13018.0,United Kingdom,10.5
541282,21116,OWL DOORSTOP,1,2011-01-17 12:31:00,772167.0981725276,TEST,United Kingdom,772167.0981725276
581469,22068,BLACK PIRATE TREASURE CHEST,2,2011-12-08 19:28:00,0.39,14606.0,United Kingdom,0.78
577746,22340,NOEL GARLAND PAINTED ZINC ,24,2011-11-21 14:17:00,0.0,15274.0,United Kingdom,0.0
570197,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-10-07 15:45:00,113025.65872235998,13755.0,United Kingdom,113025.65872235998
576099,23162,REGENCY TEA STRAINER,8,2011-11-14 10:28:00,3.75,13021.0,United Kingdom,30.0
547670,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,2011-03-24 13:41:00,1.25,16769.0,United Kingdom,-1.25
545162,85014B,RED RETROSPOT UMBRELLA,6,2011-02-28 13:35:00,5.95,16187.0,United Kingdom,35.7
537648,20724,RED RETROSPOT CHARLOTTE BAG,-10,2026-01-11 00:00:00,0.85,12839.0,United Kingdom,-4.495970920852585
559993,22609,PENS ASSORTED SPACEBALL,36,2011-07-14 12:42:00,0.19,14716.0,United Kingdom,6.84
540995,20653,CHERRY BLOSSOM LUGGAGE TAG,1,2011-01-13 09:30:00,0.83,,United Kingdom,0.83
550158,21155,RED RETROSPOT PEG BAG,6,2011-04-14 15:39:00,280906.00539378886,13989.0,United Kingdom,1685436.032362733
551857,22960,JAM MAKING SET WITH JARS,6,2011-05-04 15:33:00,4.25,13037.0,United Kingdom,25.5
554016,22977,DOLLY GIRL CHILDRENS EGG CUP,6,2011-05-20 13:14:00,1.25,13243.0,United Kingdom,7.5
574307,22970,LONDON BUS COFFEE MUG,36,2011-02-22 12:13:00,2.1,14060.0,United Kingdom,75.60000000000001
581219,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,7,2011-12-08 09:28:00,1.25,,United Kingdom,8.75
578147,47471,RAINBOW PEGS PHOTO CLIP STRING,1,2011-11-23 11:09:00,0.65,12748.0,United Kingdom,0.65
580695,22971,QUEENS GUARD COFFEE MUG,1,2011-12-05 16:03:00,2.55,13230.0,United Kingdom,2.55
539982,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,4,2010-12-23 14:40:00,3.75,15311.0,United Kingdom,15.0
546108,20974,12 PENCILS SMALL TUBE SKULL,-2,2011-03-09 12:35:00,0.65,15529.0,United Kingdom,-1.3
559301,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,-12,2011-07-07 12:41:00,1.65,13842.0,United Kingdom,-19.799999999999997
573585,85061W,WHITE JEWELLED HEART DECORATION,1,2011-10-31 14:41:00,1.63,,United Kingdom,1.63
551817,22082,RIBBON REEL STRIPES DESIGN ,10,2026-01-11 01:00:00,1.65,TEST,United Kingdom,16.5
541830,22945,CHRISTMAS METAL TAGS ASSORTED ,1,2011-01-21 17:09:00,10.79,,United Kingdom,10.79
569202,22107,PIZZA PLATE IN BOX,3,2011-09-30 17:22:00,0.0,,United Kingdom,0.0
545327,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-03-01 15:16:00,2.95,13166.0,United Kingdom,17.700000000000003
555835,21411,GINGHAM HEART  DOORSTOP RED,1,2026-01-11 02:00:00,4.25,14525.0,United Kingdom,4.25
548202,22956,36 FOIL HEART CAKE CASES,6,2011-03-29 16:36:00,2.1,16980.0,United Kingdom,12.600000000000001
554843,23084,RABBIT NIGHT LIGHT,48,2011-11-29 15:23:00,1.79,12670.0,France,85.92
562571,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-08-07 12:21:00,1.65,13782.0,United Kingdom,9.899999999999999
556489,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,2011-06-12 13:59:00,2.49,14704.0,United Kingdom,4.98
580405,22902,TOTE BAG I LOVE LONDON,-12,2011-12-04 12:02:00,2.1,14720.0,United Kingdom,-25.200000000000003
539452,84050,PINK HEART SHAPE EGG FRYING PAN,72,2026-01-11 03:00:00,1.25,15856.0,United Kingdom,90.0
565396,85204,HANGING WOOD AND FELT FLOWER,3,2011-09-02 16:39:00,0.42,,United Kingdom,1.26
538370,21259,VICTORIAN SEWING BOX SMALL ,2,2010-12-12 11:06:00,5.95,16923.0,United Kingdom,17.376151395222937
540033,21498,RED RETROSPOT WRAP ,25,2011-01-04 14:12:00,0.42,13680.0,United Kingdom,10.5
541794,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-1,2011-01-21 13:21:00,1.65,17238.0,United Kingdom,-1.65
572918,22158,3 HEARTS HANGING DECORATION RUSTIC,4,2011-10-26 16:43:00,2.95,14379.0,United Kingdom,11.8
576172,23355,HOT WATER BOTTLE KEEP CALM,24,2011-11-14 11:00:00,4.15,15482.0,United Kingdom,99.60000000000001
537391,22956,36 FOIL HEART CAKE CASES,6,2010-12-06 13:53:00,0.0,16550.0,United Kingdom,0.0
546754,84992,72 SWEETHEART FAIRY CAKE CASES,480,2011-03-16 13:13:00,0.4,TEST,United Kingdom,192.0
576405,22379,RECYCLING BAG RETROSPOT ,1,2011-02-11 10:40:00,4.13,,United Kingdom,4.13
551982,22980,PANTRY SCRUBBING BRUSH,4,2011-05-05 13:56:00,1.65,15023.0,United Kingdom,6.6
543802,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-02-13 12:03:00,2.95,13742.0,United Kingdom,2.95
574915,22333,RETROSPOT PARTY BAG + STICKER SET,-8,2011-11-07 16:17:00,1.65,16779.0,UK,-13.2
553036,21914,BLUE HARMONICA IN BOX ,36,2026-01-11 04:00:00,1.25,15129.0,United Kingdom,44.208213517728694
564437,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-08-25 12:10:00,0.29,-1,United Kingdom,6.959999999999999
559465,20728,LUNCH BAG CARS BLUE,50,2011-07-08 13:26:00,1.65,14680.0,United Kingdom,82.5
558906,23158,SET OF 5 LUCKY CAT MAGNETS ,5,2011-07-04 16:35:00,2.08,15555.0,United Kingdom,10.4
538367,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,2010-12-12 10:48:00,2.95,14800.0,United Kingdom,5.9
539036,21110,LARGE CAKE TOWEL PINK SPOTS,24,2010-12-15 14:35:00,1.95,14913.0,United Kingdom,46.8
541784,22970,LONDON BUS COFFEE MUG,6,2011-01-21 12:37:00,2.55,17277.0,United Kingdom,15.299999999999999
558760,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,3,2011-07-03 12:38:00,2.08,16918.0,United Kingdom,6.24
569046,23129,HEART SHAPED HOLLY WREATH,8,2011-09-30 10:48:00,4.15,14422.0,United Kingdom,33.2
577077,23583,LUNCH BAG PAISLEY PARK  ,4,2011-11-17 15:16:00,1.65,17799.0,United Kingdom,6.6
570807,22624,IVORY KITCHEN SCALES,2,2011-10-12 12:44:00,8.5,13704.0,United Kingdom,17.0
562273,22485,SET OF 2 WOODEN MARKET CRATES,-2,2011-08-04 09:55:00,12.75,12502.0,Spain,-25.5
553831,22968,ROSE COTTAGE KEEPSAKE BOX ,6,2011-05-19 11:36:00,858135.6490966359,14442.0,Channel Islands,5148813.894579815
544044,48188,DOORMAT WELCOME PUPPIES,1,2011-02-15 12:05:00,7.95,14659.0,United Kingdom,7.95
537434,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2010-12-06 16:57:00,0.0,,United Kingdom,-0.0
540462,22667,RECIPE BOX RETROSPOT ,6,2011-01-07 12:45:00,2.95,16779.0,United Kingdom,17.700000000000003
536409,90199C,5 STRAND GLASS NECKLACE CRYSTAL,3,2010-12-01 11:45:00,6.35,17908.0,United Kingdom,19.049999999999997
C571695,21844,RED RETROSPOT MUG,-12,2011-09-09 15:11:00,2.95,14895.0,United Kingdom,-32.55367781442392
574310,20973,12 PENCIL SMALL TUBE WOODLAND,12,2011-11-03 16:56:00,0.65,13467.0,United Kingdom,7.800000000000001
539744,82600,NO SINGING METAL SIGN,1,2010-12-21 15:21:00,4.21,TEST,United Kingdom,4.21
567096,35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",35,2011-09-16 13:13:00,0.38,15099.0,United Kingdom,13.3
577701,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3,2011-11-21 12:11:00,3.25,13673.0,United Kingdom,9.75
570856,79321,CHILLI LIGHTS,4,2011-10-12 15:01:00,5.75,13464.0,GB,23.0
576914,22961,JAM MAKING SET PRINTED,12,2011-11-17 10:09:00,0.0,15124.0,United Kingdom,0.0
576600,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,2011-11-15 15:08:00,0.0,18181.0,United Kingdom,0.0
555566,21327,SKULLS WRITING SET ,3,2011-06-05 15:19:00,1.65,14659.0,United Kingdom,5.866008416160824
545014,22197,SMALL POPCORN HOLDER,12,2011-02-25 13:15:00,0.85,18223.0,United Kingdom,10.2
572055,22781,GUMBALL MAGAZINE RACK,1,2011-10-20 12:34:00,7.65,17346.0,United Kingdom,7.65
571101,23315,IVORY REFECTORY CLOCK,-2,2011-10-13 15:49:00,9.95,16570.0,United Kingdom,-19.9
553343,84795B,SUNSET CHECK HAMMOCK,2,2011-05-16 12:35:00,7.95,16642.0,United Kingdom,15.9
561799,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-07-29 13:46:00,0.83,15776.0,United Kingdom,9.959999999999999
554933,22949,36 DOILIES DOLLY GIRL,3,2011-05-27 13:26:00,0.0,13232.0,United Kingdom,0.0
541711,22449,SILK PURSE BABUSHKA PINK,12,2011-01-21 11:18:00,3.35,14646.0,Netherlands,40.2
