transaction_id,account_id,timestamp,amount,currency,transaction_type,category,merchant,balance_after
TX0000000640,ACC00000149,2024-09-09 08:59:51,3668.4,USD,refund,healthcare,Merchant_472,12549.33
TX0000000641,ACC00000190,2024-11-05 00:21:40,3184.52,USD,debit,salary,Merchant_416,43124.69
TX0000000642,ACC00000081,2024-11-04 06:50:36,4830.67,USD,fee,healthcare,Merchant_473,18257.33
TX0000000643,ACC00000019,2024-11-20 23:21:26,3330.3,USD,fee,salary,Merchant_270,39888.67
TX0000000644,ACC00000178,2024-08-19 14:19:43,"195,68",CAD,credit,groceries,Merchant_227,42066.31
TX0000000645,ACC00000100,2024-11-15 05:06:51,3433.85,USD,debit,healthcare,Merchant_162,23351.95
TX0000000646,ACC00000056,2024-11-16 08:41:40,14.07,AUD,fee,entertainment,Merchant_77,25442.27
TX0000000647,ACC00000061,2024-07-19 14:45:45,2505.75,USD,credit,shopping,Merchant_298,14197.81
TX0000000648,ACC00000197,2024-10-30 03:21:08 UTC,4.77e+03,USD,debit,entertainment,Merchant_115,16718.23
TX0000000649,ACC00000051,2024-06-23 12:59:52,3417.2,USD,credit,salary,Merchant_122,19690.14
TX0000000650,ACC00000160,2024-08-21 06:42:45,1655.74,USD,fee,entertainment,Merchant_135,6032.17
TX0000000651,ACC00000069,2024-11-01 06:03:12,699.13,USD,fee,salary,Merchant_39,6485.15
TX0000000652,ACC00000063,2024-08-14 21:50:39,1649.37,USD,transfer,dining,Merchant_189,1765.65
TX0000000653,ACC00000011,2024-08-29 06:28:02,"4566,32",AUD,fee,utilities,Merchant_241,7524.95
TX0000000654,ACC00000093,2024-08-04 10:12:26Z,4871.9,JPY,refund,transport,Merchant_410,13346.9
TX0000000655,ACC00000064,2024-09-29 20:07:49+08:00,801.43,USD,refund,utilities,Merchant_490,27595.51
TX0000000656,ACC00000108,2024-11-10 12:30:43,3662.36,USD,transfer,groceries,Merchant_225,39306.21
TX0000000657,ACC00000139,2024-09-12 11:57:09,845.13,JPY,credit,groceries,Merchant_187,7556.42
TX0000000658,ACC00000172,2024-09-07 17:18:26,2787.73,USD,debit,transport,Merchant_190,17699.79
TX0000000659,ACC00000105,2024-09-03 18:51:21,2903.58,USD,credit,dining,Merchant_220,2647.65
TX0000000660,ACC00000173,2024-06-02 23:31:31,"3,841.03",USD,transfer,healthcare,Merchant_119,30325.19
TX0000000661,ACC00000186,2024-11-13 12:31:26,4289.27,USD,refund,groceries,Merchant_135,9665.14
TX0000000662,ACC00000063,2024-11-21 21:02:01,2598.22,USD,fee,shopping,Merchant_370,34744.62
TX0000000663,ACC00000176,2024-11-17 12:27:56,4645.73,USD,credit,entertainment,Merchant_32,966.86
TX0000000664,ACC00000118,2024-10-23 22:23:21,3383.0,USD,refund,groceries,Merchant_222,20080.51
TX0000000665,ACC00000174,2024-11-12 22:01:58,3606.79,USD,debit,entertainment,Merchant_20,47813.67
TX0000000666,ACC00000009,2024-06-15 14:37:54,1044.72,CHF,fee,shopping,Merchant_307,15536.0
TX0000000667,ACC00000142,2024-09-30 13:58:07,1.91e+03,USD,credit,healthcare,Merchant_387,36432.98
TX0000000668,ACC00000190,2024-11-23 15:37:47+08:00,"3176,33",USD,refund,entertainment,Merchant_296,41970.07
TX0000000669,ACC00000058,2024-09-06 04:39:09 PST,563.26,USD,debit,salary,Merchant_44,42520.03
TX0000000670,ACC00000144,2024-07-11 13:58:26,"211,58",USD,credit,entertainment,Merchant_262,2877.1
TX0000000671,ACC00000200,2024-07-31 04:29:28,3743.24,USD,debit,dining,Merchant_147,9173.37
TX0000000672,ACC00000114,2024-11-07 01:20:31,3676.96,USD,credit,entertainment,Merchant_32,26818.85
TX0000000673,ACC00000178,2024-09-11 14:09:10,3465.15,USD,debit,utilities,Merchant_86,25975.8
TX0000000674,ACC00000181,2024-09-17 02:35:03,4507.78,USD,fee,dining,Merchant_258,13008.44
TX0000000675,ACC00000004,2024-10-27 18:08:47Z,4405.32,EUR,refund,shopping,Merchant_420,24604.37
TX0000000676,ACC00000113,2024-11-25 08:41:27,4430.7,USD,credit,transport,Merchant_470,47545.31
TX0000000677,ACC00000178,2024-08-27 13:23:29,1088.38,CAD,transfer,salary,Merchant_254,27550.6
TX0000000678,ACC00000179,2024-10-20 01:16:00,"2208,15",USD,refund,transport,Merchant_214,40542.13
TX0000000679,ACC00000112,2024-08-21 23:29:29,3877.41,USD,debit,entertainment,Merchant_464,2737.6
TX0000000680,ACC00000140,2024-11-06 00:32:38,2269.35,USD,transfer,entertainment,Merchant_205,46071.86
TX0000000681,ACC00000038,2024-10-12 09:50:38,"682,52",USD,fee,utilities,Merchant_363,39852.78
TX0000000682,ACC00000051,2024-11-12 20:16:07,"2,188.30",USD,fee,utilities,Merchant_331,165.36
TX0000000683,ACC00000139,2024-10-11 21:02:21,1936.58,USD,refund,groceries,Merchant_407,35890.04
TX0000000684,ACC00000079,2024-07-22 10:44:53+00:00,4818.51,CAD,fee,dining,Merchant_326,20130.82
TX0000000685,ACC00000045,2024-06-17 12:29:37,2618.96,USD,transfer,entertainment,Merchant_286,44888.59
TX0000000686,ACC00000103,2024-11-23 19:15:23,3361.58,USD,debit,utilities,Merchant_296,13575.84
TX0000000687,ACC00000134,2024-11-02 10:39:35,3404.89,USD,fee,groceries,Merchant_477,27852.61
TX0000000688,ACC00000176,2024-11-27 11:30:00,3461.0,GBP,fee,salary,Merchant_447,38994.28
TX0000000689,ACC00000186,2024-06-27 19:10:02,2398.21,EUR,debit,salary,Merchant_424,32478.33
TX0000000690,ACC00000149,2024-08-13 09:18:14,1125.45,USD,transfer,salary,Merchant_306,48754.59
TX0000000691,ACC00000022,2024-09-06 22:44:09,3240.94,EUR,debit,dining,Merchant_499,14754.18
TX0000000692,ACC00000014,2024-06-18 10:02:59,4143.56,USD,fee,groceries,Merchant_418,46265.18
TX0000000693,ACC00000004,2024-06-28 23:35:47,1811.24,AUD,transfer,groceries,Merchant_77,36352.99
TX0000000694,ACC00000161,2024-08-30 05:18:36,2.37e+03,USD,credit,entertainment,Merchant_17,34335.27
TX0000000695,ACC00000094,2024-06-21 08:43:11,3100.9,USD,refund,salary,Merchant_138,44296.23
TX0000000696,ACC00000086,2024-11-13 22:43:44,3270.11,USD,credit,shopping,Merchant_165,43018.77
TX0000000697,ACC00000043,2024-11-01 07:28:47,"1546,85",USD,transfer,entertainment,Merchant_197,41587.69
TX0000000698,ACC00000167,2024-11-18 05:43:39,3818.0,USD,credit,groceries,Merchant_145,12969.96
TX0000000699,ACC00000113,2024-06-22 20:18:07,1746.76,USD,transfer,groceries,Merchant_482,35968.06
TX0000000700,ACC00000118,2024-11-22 19:05:57,"4,490.46",USD,refund,healthcare,Merchant_445,9463.94
TX0000000701,ACC00000176,2024-09-22 21:50:48,1977.95,USD,refund,salary,Merchant_195,28714.09
TX0000000702,ACC00000002,2024-10-15 11:47:43,4502.65,USD,refund,dining,Merchant_176,38379.41
TX0000000703,ACC00000012,2024-10-06 10:51:50,2289.57,CAD,transfer,transport,Merchant_316,29975.71
TX0000000704,ACC00000009,2024-09-10 00:32:05,1375.89,USD,refund,groceries,Merchant_109,29452.72
TX0000000705,ACC00000092,2024-08-27 00:25:10,1416.92,USD,fee,transport,Merchant_136,2352.12
TX0000000706,ACC00000047,2024-08-24 08:36:39,2888.22,USD,transfer,dining,Merchant_392,21892.81
TX0000000707,ACC00000030,2024-08-02 18:09:28,"3683,45",USD,debit,groceries,Merchant_467,5553.09
TX0000000708,ACC00000137,2024-11-28 00:23:51,3465.21,USD,transfer,shopping,Merchant_347,3633.93
TX0000000709,ACC00000153,2024-09-18 00:39:35,3341.89,USD,credit,entertainment,Merchant_40,36372.11
TX0000000710,ACC00000054,2024-08-02 19:52:36-05:00,2060.84,USD,debit,salary,Merchant_371,25054.0
TX0000000711,ACC00000003,2024-11-25 14:41:17,3.47e+03,USD,debit,entertainment,Merchant_76,42585.93
TX0000000712,ACC00000127,2024-11-16 21:16:09,"1731,48",USD,credit,groceries,Merchant_172,48393.5
TX0000000713,ACC00000124,2024-08-24 17:34:52,820.66,USD,refund,utilities,Merchant_368,28764.87
TX0000000714,ACC00000175,2024-11-04 12:04:54,"3793,72",USD,transfer,transport,Merchant_229,14167.6
TX0000000715,ACC00000117,2024-08-18 20:00:18,873.35,GBP,debit,salary,Merchant_370,12470.54
TX0000000716,ACC00000021,2024-10-19 16:43:30 PST,4933.35,USD,transfer,shopping,Merchant_41,43990.99
TX0000000717,ACC00000089,2024-09-26 13:31:21,2677.14,EUR,credit,entertainment,Merchant_217,40452.74
TX0000000718,ACC00000117,2024-09-23 21:39:58,2.52e+03,USD,refund,salary,Merchant_482,32487.74
TX0000000719,ACC00000116,2024-09-29 18:18:17-05:00,1647.62,USD,transfer,utilities,Merchant_121,12973.32
TX0000000720,ACC00000185,2024-08-11 08:07:58+08:00,3052.27,USD,refund,healthcare,Merchant_213,49756.26
TX0000000721,ACC00000086,2024-06-02 06:21:38+00:00,2175.39,JPY,debit,healthcare,Merchant_129,34799.44
TX0000000722,ACC00000072,2024-09-05 15:33:38,137.05,USD,refund,transport,Merchant_404,7744.24
TX0000000723,ACC00000090,2024-08-15 23:38:15,2110.24,USD,fee,utilities,Merchant_472,39437.36
TX0000000724,ACC00000034,2024-06-18 19:26:35,4016.78,USD,credit,groceries,Merchant_495,6891.55
TX0000000725,ACC00000008,2024-09-28 08:42:26,1677.1,AUD,transfer,healthcare,Merchant_53,12690.93
TX0000000726,ACC00000077,2024-09-05 09:08:45+08:00,"653,55",USD,credit,healthcare,Merchant_28,31819.72
TX0000000727,ACC00000184,2024-07-25 22:43:11,4042.32,USD,fee,utilities,Merchant_275,45688.16
TX0000000728,ACC00000091,2024-09-15 04:41:10,1422.06,USD,fee,healthcare,Merchant_442,22882.76
TX0000000729,ACC00000004,2024-06-17 11:08:40,3.83e+02,USD,fee,entertainment,Merchant_286,27225.96
TX0000000730,ACC00000020,2024-10-04 01:48:51 PST,2.38e+02,EUR,transfer,transport,Merchant_178,19815.13
TX0000000731,ACC00000111,2024-11-08 00:21:32,2007.3,USD,transfer,transport,Merchant_41,11659.18
TX0000000732,ACC00000046,2024-10-12 08:10:40,4272.72,USD,transfer,entertainment,Merchant_39,34065.03
TX0000000733,ACC00000011,2024-07-15 05:33:45,"2,701.93",USD,transfer,transport,Merchant_200,21696.28
TX0000000734,ACC00000129,2024-10-30 06:38:33,3806.14,USD,credit,transport,Merchant_230,8862.6
TX0000000735,ACC00000173,2024-06-10 18:09:02+08:00,1213.45,USD,credit,salary,Merchant_47,33525.46
TX0000000736,ACC00000111,2024-07-13 14:47:10,4589.9,USD,fee,shopping,Merchant_151,10478.46
TX0000000737,ACC00000035,2024-07-03 22:59:55,3745.11,AUD,fee,dining,Merchant_96,27302.49
TX0000000738,ACC00000185,2024-09-29 12:33:29,3694.17,USD,credit,entertainment,Merchant_4,49079.71
TX0000000739,ACC00000021,2024-10-08 23:28:35Z,1133.26,USD,debit,shopping,Merchant_94,13505.02
TX0000000740,ACC00000089,2024-11-19 01:14:52,1110.1,USD,transfer,salary,Merchant_125,31922.57
TX0000000741,ACC00000116,2024-08-27 21:11:12,4770.25,USD,fee,groceries,Merchant_29,6540.36
TX0000000742,ACC00000121,2024-08-05 18:13:21,2654.17,USD,credit,groceries,Merchant_483,35315.37
TX0000000743,ACC00000044,2024-07-03 22:14:47,3180.51,USD,refund,dining,Merchant_418,41263.22
TX0000000744,ACC00000196,2024-09-23 08:19:45,816.92,GBP,credit,dining,Merchant_176,12803.23
TX0000000745,ACC00000180,2024-08-26 17:58:26,2606.52,USD,credit,salary,Merchant_457,36349.62
TX0000000746,ACC00000143,2024-09-27 04:02:18,522.2,USD,refund,utilities,Merchant_185,20836.9
TX0000000747,ACC00000166,2024-10-28 21:40:50,4321.27,USD,fee,healthcare,Merchant_271,20046.57
TX0000000748,ACC00000072,2024-09-09 18:24:38,5.18e+01,USD,refund,transport,Merchant_383,48199.09
TX0000000749,ACC00000046,2024-11-19 21:31:47,1142.09,USD,refund,utilities,Merchant_494,9451.87
TX0000000750,ACC00000120,2024-11-24 13:18:34,3011.84,USD,fee,groceries,Merchant_6,17677.24
TX0000000751,ACC00000081,2024-11-16 21:57:10,"1196,52",USD,refund,transport,Merchant_491,30786.51
TX0000000752,ACC00000143,2024-07-11 21:17:02,"2441,46",USD,refund,dining,Merchant_106,1299.07
TX0000000753,ACC00000063,2024-06-16 10:08:45,236.95,USD,refund,groceries,Merchant_356,42986.79
TX0000000754,ACC00000097,2024-07-01 15:46:32 UTC,"2,494.50",AUD,credit,healthcare,Merchant_127,43370.54
TX0000000755,ACC00000141,2024-08-31 21:35:39,267.65,USD,debit,groceries,Merchant_277,44565.52
TX0000000756,ACC00000072,2024-11-20 08:07:23,4093.23,USD,credit,dining,Merchant_207,10414.63
TX0000000757,ACC00000131,2024-09-26 08:08:40,3280.03,JPY,fee,utilities,Merchant_164,24601.01
TX0000000758,ACC00000179,2024-09-06 19:38:27,3.30e+03,USD,refund,transport,Merchant_181,18467.74
TX0000000759,ACC00000095,2024-10-05 18:36:21,3058.42,USD,debit,dining,Merchant_166,18605.59
TX0000000760,ACC00000162,2024-11-14 15:44:40,1934.23,USD,debit,salary,Merchant_59,28200.94
TX0000000761,ACC00000020,2024-08-17 00:23:56+08:00,"4450,57",USD,refund,healthcare,Merchant_320,42008.07
TX0000000762,ACC00000094,2024-08-28 13:44:20,655.78,USD,credit,groceries,Merchant_483,42676.69
TX0000000763,ACC00000199,2024-09-26 05:49:33,3226.54,USD,debit,shopping,Merchant_333,25081.12
TX0000000764,ACC00000024,2024-08-20 11:55:04,3.05e+03,USD,transfer,dining,Merchant_252,35517.31
TX0000000765,ACC00000011,2024-08-16 06:18:20,"745,54",USD,credit,salary,Merchant_323,40211.17
TX0000000766,ACC00000188,2024-09-08 03:56:16,2316.68,USD,refund,entertainment,Merchant_154,1383.46
TX0000000767,ACC00000045,2024-06-15 14:52:46,1812.52,USD,debit,entertainment,Merchant_378,42926.33
TX0000000768,ACC00000198,2024-08-12 17:00:47,"3,511.45",USD,fee,healthcare,Merchant_149,29179.2
TX0000000769,ACC00000023,2024-11-12 08:36:16,"452,18",EUR,refund,groceries,Merchant_186,39881.12
TX0000000770,ACC00000016,2024-11-16 13:22:30+00:00,2858.8,AUD,debit,transport,Merchant_474,29191.43
TX0000000771,ACC00000168,2024-10-02 03:58:16,443.61,USD,credit,entertainment,Merchant_167,40043.81
TX0000000772,ACC00000030,2024-08-17 21:00:05,2768.89,USD,credit,transport,Merchant_380,29757.74
TX0000000773,ACC00000052,2024-07-30 16:51:32,3550.55,USD,credit,shopping,Merchant_355,23702.28
TX0000000774,ACC00000062,2024-07-16 22:27:34,"2,080.64",USD,transfer,entertainment,Merchant_60,9363.41
TX0000000775,ACC00000179,2024-06-30 12:01:49,8.28e+02,USD,credit,utilities,Merchant_115,4406.99
TX0000000776,ACC00000042,2024-06-11 10:18:37,4296.63,USD,refund,groceries,Merchant_285,28068.12
TX0000000777,ACC00000106,2024-10-19 04:33:45,352.11,CHF,transfer,dining,Merchant_81,19054.32
TX0000000778,ACC00000152,2024-07-19 11:52:36 PST,539.35,USD,debit,entertainment,Merchant_36,28828.16
TX0000000779,ACC00000179,2024-11-19 14:12:20,1963.38,USD,credit,utilities,Merchant_227,28123.24
TX0000000780,ACC00000126,2024-07-09 15:48:27,4.41e+03,JPY,debit,transport,Merchant_499,31339.16
TX0000000781,ACC00000056,2024-11-26 10:58:30,"426,3",USD,refund,utilities,Merchant_317,42927.05
TX0000000782,ACC00000008,2024-07-01 00:50:48,2396.19,USD,debit,healthcare,Merchant_370,1884.66
TX0000000783,ACC00000068,2024-07-23 13:01:48,4436.88,JPY,refund,dining,Merchant_221,12525.87
TX0000000784,ACC00000101,2024-06-08 23:04:16,"4,471.94",USD,transfer,groceries,Merchant_424,23789.99
TX0000000785,ACC00000168,2024-10-05 22:22:48,3.52e+03,USD,fee,entertainment,Merchant_116,17969.49
TX0000000786,ACC00000051,2024-06-20 20:48:47,1045.63,USD,fee,utilities,Merchant_48,19779.26
TX0000000787,ACC00000177,2024-11-15 05:47:49,275.3,USD,fee,groceries,Merchant_489,38550.11
TX0000000788,ACC00000109,2024-07-20 02:39:24,4298.71,USD,fee,salary,Merchant_12,10368.14
TX0000000789,ACC00000102,2024-06-04 19:38:38,1405.4,USD,fee,healthcare,Merchant_441,45708.47
TX0000000790,ACC00000028,2024-07-06 15:13:44+08:00,2306.6,USD,transfer,groceries,Merchant_401,1560.98
TX0000000791,ACC00000013,2024-06-08 02:31:55+08:00,4565.44,USD,refund,shopping,Merchant_102,13789.98
TX0000000792,ACC00000193,2024-08-03 13:13:19,1078.25,USD,fee,dining,Merchant_456,1627.98
TX0000000793,ACC00000135,2024-10-15 23:18:18,4.41e+03,USD,refund,healthcare,Merchant_320,27131.4
TX0000000794,ACC00000148,2024-11-14 13:15:29,1675.93,USD,fee,entertainment,Merchant_73,36637.2
TX0000000795,ACC00000096,2024-10-13 18:58:34,4192.5,USD,refund,dining,Merchant_381,7154.53
TX0000000796,ACC00000030,2024-08-10 19:20:55,563.74,USD,refund,shopping,Merchant_401,31048.29
TX0000000797,ACC00000193,2024-06-07 14:58:19,2597.38,USD,credit,shopping,Merchant_254,8338.15
TX0000000798,ACC00000102,2024-10-18 01:58:13,2739.47,USD,refund,healthcare,Merchant_75,24503.05
TX0000000799,ACC00000066,2024-08-02 01:01:02,1291.23,USD,fee,dining,Merchant_266,11845.74
TX0000000800,ACC00000189,2024-08-19 21:26:57,3998.02,JPY,fee,transport,Merchant_51,25911.31
TX0000000801,ACC00000059,2024-09-09 15:31:49,442.59,USD,debit,salary,Merchant_171,2025.7
TX0000000802,ACC00000067,2024-08-28 13:36:28,2.40e+03,USD,transfer,transport,Merchant_3,1962.09
TX0000000803,ACC00000021,2024-10-10 11:07:47,3881.49,USD,transfer,salary,Merchant_92,12727.76
TX0000000804,ACC00000018,2024-10-18 11:45:19,3556.99,USD,debit,shopping,Merchant_276,35182.07
TX0000000805,ACC00000051,2024-09-06 11:06:19,1934.17,USD,fee,utilities,Merchant_46,1649.28
TX0000000806,ACC00000086,2024-10-12 03:10:25,3742.83,USD,transfer,dining,Merchant_364,1204.55
TX0000000807,ACC00000102,2024-11-09 16:24:22,4548.92,USD,refund,healthcare,Merchant_195,8854.95
TX0000000808,ACC00000060,2024-10-08 16:59:54,4715.48,USD,fee,salary,Merchant_46,48550.74
TX0000000809,ACC00000162,2024-08-08 08:12:18,4386.55,USD,transfer,transport,Merchant_174,33865.26
TX0000000810,ACC00000060,2024-10-24 19:43:26,"3939,86",USD,debit,utilities,Merchant_48,1530.24
TX0000000811,ACC00000057,2024-11-01 21:41:08,761.79,USD,refund,shopping,Merchant_410,38794.27
TX0000000812,ACC00000167,2024-10-29 23:58:17,3435.26,USD,fee,healthcare,Merchant_200,34554.23
TX0000000813,ACC00000149,2024-10-14 15:34:23,"3290,94",USD,transfer,salary,Merchant_11,43750.23
TX0000000814,ACC00000022,2024-10-28 14:16:01,3904.68,USD,fee,dining,Merchant_17,30267.51
TX0000000815,ACC00000067,2024-10-18 11:04:12 EST,"2,059.90",USD,debit,healthcare,Merchant_141,34689.35
TX0000000816,ACC00000122,2024-10-15 04:16:35 UTC,1360.78,JPY,fee,groceries,Merchant_8,43593.09
TX0000000817,ACC00000183,2024-11-24 21:11:51,2435.58,USD,refund,dining,Merchant_449,28563.58
TX0000000818,ACC00000073,2024-07-02 17:51:11,2.97e+03,CHF,refund,shopping,Merchant_220,17834.43
TX0000000819,ACC00000193,2024-10-26 18:18:08,4.18e+03,CHF,fee,dining,Merchant_433,49050.48
TX0000000820,ACC00000004,2024-09-20 12:30:21,"843,61",USD,debit,shopping,Merchant_496,486.85
TX0000000821,ACC00000170,2024-06-19 04:28:13,"1,355.24",USD,transfer,dining,Merchant_300,23101.77
TX0000000822,ACC00000055,2024-07-18 15:20:43,588.6,USD,refund,healthcare,Merchant_422,20524.04
TX0000000823,ACC00000184,2024-07-12 21:17:58,3661.68,USD,debit,groceries,Merchant_28,30341.37
TX0000000824,ACC00000033,2024-06-24 22:00:29,2781.37,USD,refund,transport,Merchant_326,47302.56
TX0000000825,ACC00000062,2024-11-15 18:28:25 PST,4760.24,USD,debit,transport,Merchant_448,36909.58
TX0000000826,ACC00000074,2024-10-23 17:35:18,450.22,CAD,credit,healthcare,Merchant_161,46057.98
TX0000000827,ACC00000164,2024-08-29 12:50:56,4068.05,USD,credit,salary,Merchant_87,27136.91
TX0000000828,ACC00000169,2024-11-21 01:51:30 UTC,3565.0,USD,fee,utilities,Merchant_338,42986.32
TX0000000829,ACC00000071,2024-07-24 09:58:08,2073.37,USD,fee,salary,Merchant_50,16353.0
TX0000000830,ACC00000017,2024-06-22 18:33:35,650.34,USD,refund,salary,Merchant_492,36465.12
TX0000000831,ACC00000185,2024-06-11 05:56:33,3952.19,USD,debit,salary,Merchant_373,13952.0
TX0000000832,ACC00000103,2024-10-26 11:07:26Z,597.18,CHF,transfer,transport,Merchant_196,15104.77
TX0000000833,ACC00000195,2024-11-14 10:06:37,"4281,44",JPY,refund,salary,Merchant_186,12131.76
TX0000000834,ACC00000055,2024-08-17 13:46:49,1510.57,USD,refund,dining,Merchant_497,45923.8
TX0000000835,ACC00000144,2024-07-18 15:31:46,3345.86,USD,fee,salary,Merchant_3,48527.37
TX0000000836,ACC00000088,2024-06-15 23:35:35,4436.89,CAD,credit,entertainment,Merchant_172,31662.9
TX0000000837,ACC00000008,2024-06-25 13:05:48,"3249,36",CAD,refund,entertainment,Merchant_387,38567.63
TX0000000838,ACC00000105,2024-07-13 20:30:36,"4857,97",USD,fee,shopping,Merchant_373,3114.1
TX0000000839,ACC00000053,2024-06-05 12:34:27,1803.57,USD,refund,healthcare,Merchant_425,35974.33
TX0000000840,ACC00000195,2024-10-26 04:23:29,316.82,USD,refund,entertainment,Merchant_500,15441.2
TX0000000841,ACC00000191,2024-06-29 06:00:53,70.35,JPY,fee,groceries,Merchant_426,34174.99
TX0000000842,ACC00000199,2024-10-30 08:28:02+08:00,4053.9,USD,debit,shopping,Merchant_471,24422.17
TX0000000843,ACC00000010,2024-11-28 21:48:51,4696.16,USD,fee,groceries,Merchant_293,11317.33
TX0000000844,ACC00000178,2024-10-10 15:17:32,"1,357.33",USD,fee,salary,Merchant_370,7812.07
TX0000000845,ACC00000158,2024-08-18 01:28:55,2047.42,USD,fee,dining,Merchant_31,34237.32
TX0000000846,ACC00000082,2024-09-30 17:43:55+00:00,1345.84,USD,fee,entertainment,Merchant_219,17081.66
TX0000000847,ACC00000131,2024-09-29 20:23:43,1381.61,AUD,credit,utilities,Merchant_229,38693.37
TX0000000848,ACC00000011,2024-10-29 16:31:30,2887.4,CHF,credit,transport,Merchant_171,274.27
TX0000000849,ACC00000157,2024-07-04 12:03:11 UTC,"2187,88",CHF,credit,groceries,Merchant_111,9059.61
TX0000000850,ACC00000044,2024-07-04 07:24:42,4760.22,USD,transfer,salary,Merchant_115,12858.89
TX0000000851,ACC00000119,2024-08-01 08:39:58,3579.02,USD,transfer,groceries,Merchant_376,1747.08
TX0000000852,ACC00000166,2024-09-06 15:21:05,2163.97,USD,credit,transport,Merchant_239,17207.2
TX0000000853,ACC00000143,2024-09-12 07:30:23,611.74,USD,credit,salary,Merchant_390,17195.64
TX0000000854,ACC00000054,2024-11-11 02:37:01Z,310.18,USD,fee,shopping,Merchant_308,39947.82
TX0000000855,ACC00000067,2024-07-24 14:08:31,"2172,94",USD,credit,entertainment,Merchant_273,10933.26
TX0000000856,ACC00000060,2024-08-31 06:25:10,3866.88,USD,fee,entertainment,Merchant_459,38561.83
TX0000000857,ACC00000054,2024-07-27 23:43:11,932.01,USD,debit,groceries,Merchant_120,37570.67
TX0000000858,ACC00000014,2024-07-30 06:30:52,3.83e+03,USD,debit,transport,Merchant_73,34978.15
TX0000000859,ACC00000115,2024-11-15 14:16:59,4480.68,USD,debit,transport,Merchant_102,10300.26
TX0000000860,ACC00000161,2024-07-19 15:56:48Z,984.07,USD,refund,healthcare,Merchant_274,6277.1
TX0000000861,ACC00000093,2024-08-11 19:25:40,"3,830.45",USD,fee,groceries,Merchant_138,4216.23
TX0000000862,ACC00000165,2024-09-27 15:28:06,2962.62,CAD,transfer,utilities,Merchant_245,40067.24
TX0000000863,ACC00000168,2024-09-17 02:42:24,2702.23,USD,fee,transport,Merchant_190,44692.91
TX0000000864,ACC00000025,2024-11-28 19:19:19,3639.8,EUR,transfer,salary,Merchant_341,34588.93
TX0000000865,ACC00000112,2024-11-27 01:50:14+08:00,2318.37,USD,transfer,groceries,Merchant_166,33468.99
TX0000000866,ACC00000155,2024-07-24 06:09:40,4119.71,USD,fee,dining,Merchant_316,9991.13
TX0000000867,ACC00000163,2024-07-23 16:46:08+08:00,2631.34,USD,refund,groceries,Merchant_114,27849.02
TX0000000868,ACC00000174,2024-11-02 22:39:58,3036.34,GBP,refund,healthcare,Merchant_347,45693.89
TX0000000869,ACC00000153,2024-07-25 10:44:23,"115,26",USD,refund,dining,Merchant_388,8332.54
TX0000000870,ACC00000175,2024-10-28 05:26:22,3989.54,CHF,debit,entertainment,Merchant_170,38990.93
TX0000000871,ACC00000135,2024-06-03 20:27:27,4.38e+03,CHF,fee,groceries,Merchant_207,36848.41
TX0000000872,ACC00000077,2024-11-13 22:14:19,2.47e+03,USD,refund,shopping,Merchant_127,23604.46
TX0000000873,ACC00000188,2024-07-08 01:37:22,3621.07,CAD,debit,healthcare,Merchant_271,4542.44
TX0000000874,ACC00000040,2024-08-25 13:19:09-05:00,4282.72,USD,debit,dining,Merchant_181,19118.57
TX0000000875,ACC00000147,2024-10-23 20:15:58,3385.35,USD,fee,healthcare,Merchant_306,14818.32
TX0000000876,ACC00000052,2024-11-02 16:39:21,4584.85,USD,refund,dining,Merchant_165,14522.62
TX0000000877,ACC00000051,2024-08-13 21:23:27,3893.7,USD,debit,salary,Merchant_30,32680.62
TX0000000878,ACC00000024,2024-10-10 23:13:02,268.82,USD,debit,entertainment,Merchant_377,36942.71
TX0000000879,ACC00000043,2024-09-28 14:24:42,1880.84,USD,transfer,shopping,Merchant_337,34176.53
TX0000000880,ACC00000187,2024-09-27 14:46:45,4134.32,GBP,credit,transport,Merchant_471,8583.59
TX0000000881,ACC00000110,2024-10-08 22:17:36,1069.92,USD,fee,groceries,Merchant_409,48986.46
TX0000000882,ACC00000133,2024-06-26 02:07:02,3016.44,USD,fee,shopping,Merchant_369,15187.95
TX0000000883,ACC00000106,2024-06-07 07:28:13,4880.84,CAD,transfer,transport,Merchant_474,37319.65
TX0000000884,ACC00000121,2024-09-24 01:56:36,3.14e+03,USD,refund,dining,Merchant_315,9965.34
TX0000000885,ACC00000015,2024-09-02 04:17:05 UTC,2422.23,USD,refund,groceries,Merchant_307,21594.2
TX0000000886,ACC00000198,2024-07-21 23:06:58,2074.75,USD,transfer,utilities,Merchant_8,45773.05
TX0000000887,ACC00000108,2024-08-13 19:48:31,4073.23,USD,fee,transport,Merchant_131,35817.04
TX0000000888,ACC00000015,2024-10-05 14:44:14,"2,698.27",USD,transfer,entertainment,Merchant_257,38428.86
TX0000000889,ACC00000023,2024-10-25 08:42:21,"1945,57",USD,refund,healthcare,Merchant_227,17304.05
TX0000000890,ACC00000193,2024-10-17 17:47:28,2213.27,USD,refund,healthcare,Merchant_228,29711.41
TX0000000891,ACC00000104,2024-08-10 15:52:16,1774.45,USD,refund,dining,Merchant_317,30350.89
TX0000000892,ACC00000039,2024-07-26 00:02:25,789.56,USD,credit,groceries,Merchant_262,16236.17
TX0000000893,ACC00000156,2024-10-26 04:37:53,3.37e+03,USD,credit,transport,Merchant_477,14092.9
